occurrence_no,record_type,collection_no,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,phylum,class,order,family,genus,abund_value,abund_unit,lng,lat,occurrence_comments,collection_name,collection_subset,collection_aka,cc,state,county,geogscale,paleolng,paleolat,geoplate,formation,stratgroup,member,environment,pres_mode,taxon_environment
1428389,occ,198666,Bradysaurus,genus,37559,Capitanian,,265.1,259.9,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Bradysaurus,,,20.812222,-32.493057,,"Roggekloof, Sutherland",,,ZA,Northern Cape,,small collection,-28.49,-51.97,701,,,,terrestrial indet.,body,terrestrial
1428390,occ,198666,Dinocephalia,suborder,38949,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,,,,,20.812222,-32.493057,,"Roggekloof, Sutherland",,,ZA,Northern Cape,,small collection,-28.49,-51.97,701,,,,terrestrial indet.,body,terrestrial
1428391,occ,198667,Pristerognathus platyrhinus,species,56813,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Therocephalia,Pristerognathidae,Pristerognathus,,,22.350834,-32.360279,,"Grootfontein, Beaufort West",,,ZA,Western Cape,,small collection,-27.49,-53.13,701,,,,terrestrial indet.,body,terrestrial
1428392,occ,86388,Trochosaurus intermedius,species,380559,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Therocephalia,Lycosuchidae,Trochosaurus,,,22.033333,-32.905556,,"Abrahamskraal, Prince Albert",,Farm Abrahamskraal,ZA,Western Cape,Prince Albert,outcrop,-28.49,-53.08,701,Abrahamskraal,Beaufort,,"""floodplain""",body,terrestrial
1428393,occ,13004,Pareiasauria,unranked clade,56750,Capitanian,,265.1,259.9,Chordata,Reptilia,,,,,,22,-32.366669,,Hottentotsrivier Farm,,"Hottentots River, Hottentot's River",ZA,Western Cape,Beaufort West,outcrop,-27.68,-52.85,701,Abrahamskraal,Beaufort,,"""floodplain""","body,mold/impression",terrestrial
1428394,occ,93086,Bradysaurus seeleyi,species,144595,Capitanian,,265.1,259.9,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Bradysaurus,2,specimens,22.108334,-32.861111,,Vers Fontein/Jan Willem Fontein,,"type locality of ""Pareisaurus bombidens""",ZA,Western Cape,Prince Albert,small collection,-28.39,-53.12,701,Abrahamskraal,Beaufort,,"""floodplain""",body,terrestrial
1428395,occ,93086,Jonkeria ingens,species,367406,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Titanosuchidae,Jonkeria,1,specimens,22.108334,-32.861111,"""humerus""",Vers Fontein/Jan Willem Fontein,,"type locality of ""Pareisaurus bombidens""",ZA,Western Cape,Prince Albert,small collection,-28.39,-53.12,701,Abrahamskraal,Beaufort,,"""floodplain""",body,terrestrial
1428396,occ,93086,Scymnosaurus ferox,species,56801,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Therocephalia,Pristerognathidae,Scymnosaurus,1,specimens,22.108334,-32.861111,"""skull""",Vers Fontein/Jan Willem Fontein,,"type locality of ""Pareisaurus bombidens""",ZA,Western Cape,Prince Albert,small collection,-28.39,-53.12,701,Abrahamskraal,Beaufort,,"""floodplain""",body,terrestrial
1428397,occ,93086,Pristerognathus,genus,39134,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Therocephalia,Pristerognathidae,Pristerognathus,1,specimens,22.108334,-32.861111,"""skull""",Vers Fontein/Jan Willem Fontein,,"type locality of ""Pareisaurus bombidens""",ZA,Western Cape,Prince Albert,small collection,-28.39,-53.12,701,Abrahamskraal,Beaufort,,"""floodplain""",body,terrestrial
1428399,occ,31777,Struthiocephalus whaitsi,species,380512,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Tapinocephalidae,Struthiocephalus,,,22.366199,-32.4231,,Farm La-de-da,,,ZA,Western Cape,Beaufort West,outcrop,-27.57,-53.16,701,,Beaufort,,fluvial indet.,body,terrestrial
1428400,occ,177588,Pristerodon mackayi,species,56843,Capitanian,Wuchiapingian,265.1,254.17,Chordata,Osteichthyes,Dicynodontia,NO_FAMILY_SPECIFIED,Pristerodon,,,21.686111,-32.985001,,Prince Albert Road,,,ZA,Western Cape,Prince Albert,,-25.35,-51.39,701,,Beaufort,,terrestrial indet.,body,terrestrial
1428401,occ,13004,Nochelesaurus alexanderi,species,324851,Capitanian,,265.1,259.9,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Nochelesaurus,1,specimens,22,-32.366669,"""lower jaw""",Hottentotsrivier Farm,,"Hottentots River, Hottentot's River",ZA,Western Cape,Beaufort West,outcrop,-27.68,-52.85,701,Abrahamskraal,Beaufort,,"""floodplain""","body,mold/impression",terrestrial
1428412,occ,197985,Nochelesaurus alexanderi,species,324851,Capitanian,,265.1,259.9,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Nochelesaurus,,,22.736389,-31.958611,,"Boesmanskop, Beaufort West",,,ZA,Western Cape,,small collection,-26.66,-53.28,701,,,,terrestrial indet.,body,terrestrial
1428413,occ,86388,Nochelesaurus alexanderi,species,324851,Capitanian,,265.1,259.9,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Nochelesaurus,,,22.033333,-32.905556,,"Abrahamskraal, Prince Albert",,Farm Abrahamskraal,ZA,Western Cape,Prince Albert,outcrop,-28.49,-53.08,701,Abrahamskraal,Beaufort,,"""floodplain""",body,terrestrial
1428414,occ,93088,Embrithosaurus schwarzi,species,324858,Capitanian,,265.1,259.9,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Embrithosaurus,,,21.819721,-32.90472,,Zwarts Siding,92645,,ZA,Western Cape,Prince Albert,small collection,-28.6,-52.91,701,Abrahamskraal,Beaufort,,"""floodplain""",body,terrestrial
1428415,occ,86388,Nochelesaurus alexanderi,species,324851,Capitanian,,265.1,259.9,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Nochelesaurus,,,22.033333,-32.905556,,"Abrahamskraal, Prince Albert",,Farm Abrahamskraal,ZA,Western Cape,Prince Albert,outcrop,-28.49,-53.08,701,Abrahamskraal,Beaufort,,"""floodplain""",body,terrestrial
1428416,occ,86388,Alopecodon priscus,species,56788,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Therocephalia,Alopecodontidae,Alopecodon,,,22.033333,-32.905556,,"Abrahamskraal, Prince Albert",,Farm Abrahamskraal,ZA,Western Cape,Prince Albert,outcrop,-28.49,-53.08,701,Abrahamskraal,Beaufort,,"""floodplain""",body,terrestrial
1428417,occ,89650,Rhinesuchus whaitsi,species,266926,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Temnospondyli,Rhinesuchidae,Rhinesuchus,,,22.016666,-32.966667,,Bloukrans (Prince Albert District),,"Bloukrantz, Blaaukranz",ZA,Western Cape,Prince Albert,small collection,-28.6,-53.09,701,Abrahamskraal,Beaufort,,terrestrial indet.,body,"brackish,freshwater,terrestrial"
1428440,occ,176314,Jonkeria koupensis,species,380590,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Titanosuchidae,Jonkeria,,,22.1502,-32.544998,,"Klein Koedoeskop, Beaufort West",,"Kleinkoedoeskop, Klein Koedoes Kop",ZA,Western Cape,,outcrop,-27.88,-53.04,701,,Beaufort,,terrestrial indet.,body,terrestrial
1428441,occ,176314,Scymnosaurus major,species,380591,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Therocephalia,Pristerognathidae,Scymnosaurus,,,22.1502,-32.544998,,"Klein Koedoeskop, Beaufort West",,"Kleinkoedoeskop, Klein Koedoes Kop",ZA,Western Cape,,outcrop,-27.88,-53.04,701,,Beaufort,,terrestrial indet.,body,terrestrial
1428472,occ,93097,Titanosuchus ferox,species,56780,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Titanosuchidae,Titanosuchus,1,specimens,21.75,-32.695831,,Vogelfontein (Prince Albert),,Voëlfontein,ZA,Western Cape,Prince Albert,small collection,-28.32,-52.78,701,Abrahamskraal,Beaufort,,"""floodplain""",body,terrestrial
1428484,occ,93097,Bradysaurus seeleyi,species,144595,Capitanian,,265.1,259.9,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Bradysaurus,3,specimens,21.75,-32.695831,,Vogelfontein (Prince Albert),,Voëlfontein,ZA,Western Cape,Prince Albert,small collection,-28.32,-52.78,701,Abrahamskraal,Beaufort,,"""floodplain""",body,terrestrial
1428485,occ,93097,Bradysaurus baini,species,56752,Capitanian,,265.1,259.9,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Bradysaurus,1,specimens,21.75,-32.695831,,Vogelfontein (Prince Albert),,Voëlfontein,ZA,Western Cape,Prince Albert,small collection,-28.32,-52.78,701,Abrahamskraal,Beaufort,,"""floodplain""",body,terrestrial
1428486,occ,93097,Embrithosaurus,genus,37561,Capitanian,,265.1,259.9,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Embrithosaurus,2,specimens,21.75,-32.695831,,Vogelfontein (Prince Albert),,Voëlfontein,ZA,Western Cape,Prince Albert,small collection,-28.32,-52.78,701,Abrahamskraal,Beaufort,,"""floodplain""",body,terrestrial
1428487,occ,93097,Anteosaurus magnificus,species,362285,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Anteosauridae,Anteosaurus,1,specimens,21.75,-32.695831,"""skull""",Vogelfontein (Prince Albert),,Voëlfontein,ZA,Western Cape,Prince Albert,small collection,-28.32,-52.78,701,Abrahamskraal,Beaufort,,"""floodplain""",body,terrestrial
1428488,occ,93097,Scymnosaurus,genus,56800,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Therocephalia,Pristerognathidae,Scymnosaurus,1,specimens,21.75,-32.695831,,Vogelfontein (Prince Albert),,Voëlfontein,ZA,Western Cape,Prince Albert,small collection,-28.32,-52.78,701,Abrahamskraal,Beaufort,,"""floodplain""",body,terrestrial
1428522,occ,198675,Avenantia kruisvleiensis,species,380555,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Tapinocephalidae,Avenantia,,,21.516666,-32.66861,,"Kruisvlei, Beaufort West",,,ZA,Western Cape,,small collection,-28.39,-52.59,701,,,,terrestrial indet.,body,terrestrial
1428523,occ,198675,Anteosaurus magnificus,species,362285,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Anteosauridae,Anteosaurus,,,21.516666,-32.66861,,"Kruisvlei, Beaufort West",,,ZA,Western Cape,,small collection,-28.39,-52.59,701,,,,terrestrial indet.,body,terrestrial
1428524,occ,198675,Bradysaurus seeleyi,species,144595,Capitanian,,265.1,259.9,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Bradysaurus,,,21.516666,-32.66861,,"Kruisvlei, Beaufort West",,,ZA,Western Cape,,small collection,-28.39,-52.59,701,,,,terrestrial indet.,body,terrestrial
1428525,occ,198675,Moschops,genus,38979,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Tapinocephalidae,Moschops,12,individuals,21.516666,-32.66861,"""the mass entombment of cranial and postcranial elements of at least a dozen Moschops individuals""","Kruisvlei, Beaufort West",,,ZA,Western Cape,,small collection,-28.39,-52.59,701,,,,terrestrial indet.,body,terrestrial
1428526,occ,198676,Bradysaurus seeleyi,species,144595,Capitanian,,265.1,259.9,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Bradysaurus,1,specimens,21,-33.075832,"""complete skeleton with feet""",Knoffelfontein,,,ZA,Western Cape,,small collection,-29.28,-52.34,701,,,,terrestrial indet.,body,terrestrial
1428527,occ,198676,Bradysaurus seeleyi,species,144595,Capitanian,,265.1,259.9,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Bradysaurus,,,21,-33.075832,,Knoffelfontein,,,ZA,Western Cape,,small collection,-29.28,-52.34,701,,,,terrestrial indet.,body,terrestrial
1428528,occ,198676,Pareiasaurus serridens,species,55018,Capitanian,,265.1,259.9,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Pareiasaurus,,,21,-33.075832,,Knoffelfontein,,,ZA,Western Cape,,small collection,-29.28,-52.34,701,,,,terrestrial indet.,body,terrestrial
1428529,occ,198676,Pareiasauria,unranked clade,56750,Capitanian,,265.1,259.9,Chordata,Reptilia,,,,,,21,-33.075832,"""femur""",Knoffelfontein,,,ZA,Western Cape,,small collection,-29.28,-52.34,701,,,,terrestrial indet.,body,terrestrial
1428530,occ,198676,Scymnosaurus major,species,380591,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Therocephalia,Pristerognathidae,Scymnosaurus,1,specimens,21,-33.075832,"""skull""",Knoffelfontein,,,ZA,Western Cape,,small collection,-29.28,-52.34,701,,,,terrestrial indet.,body,terrestrial
1428531,occ,198677,Bradysaurus baini,species,56752,Capitanian,,265.1,259.9,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Bradysaurus,4,specimens,22.073889,-32.285,,"Melkbosfontein, Beaufort West",,,ZA,Western Cape,,small collection,-27.52,-52.88,701,,,,terrestrial indet.,body,terrestrial
1428532,occ,198678,Jonkeria parva,species,380594,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Titanosuchidae,Jonkeria,1,specimens,21.974722,-32.81889,"""humerus""",Saairivier,,,ZA,Western Cape,,small collection,-28.39,-53,701,,,,terrestrial indet.,body,terrestrial
1428533,occ,176248,Titanosuchus,genus,38976,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Titanosuchidae,Titanosuchus,,,22.030001,-33.225277,"""scapulo-coracoid""",Veldmansrivier,,Veldmann Ween,ZA,Western Cape,Prince Albert,local area,-28.99,-53.19,701,,,,terrestrial indet.,body,terrestrial
1428697,occ,93085,Jonkeria haughtoni,species,380577,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Titanosuchidae,Jonkeria,,,21.967501,-32.816113,,Groot Kruidfontein,,Kruitfontein,ZA,Western Cape,Prince Albert,small collection,-28.39,-53,701,Abrahamskraal,Beaufort,,"""floodplain""",body,terrestrial
1428698,occ,86388,Jonkeria truculenta,species,380505,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Titanosuchidae,Jonkeria,,,22.033333,-32.905556,,"Abrahamskraal, Prince Albert",,Farm Abrahamskraal,ZA,Western Cape,Prince Albert,outcrop,-28.49,-53.08,701,Abrahamskraal,Beaufort,,"""floodplain""",body,terrestrial
1428699,occ,178870,Jonkeria ingens,species,367406,Wuchiapingian,,259.9,254.17,Chordata,Osteichthyes,Cotylosauria,Titanosuchidae,Jonkeria,,,23.120556,-31.403055,,"Kookfontein, Victoria West",,,ZA,Northern Cape,,outcrop,-19.27,-50.82,701,,Beaufort,,terrestrial indet.,body,terrestrial
1428703,occ,198694,Anteosaurus magnificus,species,362285,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Anteosauridae,Anteosaurus,,,21.513348,-32.668137,,near Merweville,,,ZA,Western Cape,,local area,-28.4,-52.59,701,,,,terrestrial indet.,body,terrestrial
1428704,occ,176244,Keratocephalus moloch,species,380552,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Tapinocephalidae,Keratocephalus,,,21.980278,-32.773609,"""partial skull""",Leeu-Gamka ,,"Fraserburg Road, Leeu Gamka Station",ZA,Western Cape,Prince Albert,local area,-28.32,-52.99,701,,,,terrestrial indet.,body,terrestrial
1428819,occ,198697,Anteosaurus magnificus,species,362285,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Anteosauridae,Anteosaurus,,,22.0205,-32.430302,,Brakwater,,Brakwater River,ZA,Western Cape,,outcrop,-27.77,-52.89,701,,,,terrestrial indet.,body,terrestrial
1428832,occ,198700,Pristerognathinae,subfamily,380721,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Therocephalia,Pristerognathidae,,,,22.270866,-32.563274,,Letjiesbos,,,ZA,Western Cape,,small collection,-27.84,-53.14,701,,,,terrestrial indet.,body,terrestrial
1428833,occ,198700,Lycosaurus,genus,56790,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Ophiacodontidae,Lycosaurus,,,22.270866,-32.563274,,Letjiesbos,,,ZA,Western Cape,,small collection,-27.84,-53.14,701,,,,terrestrial indet.,body,terrestrial
1428834,occ,198700,Jonkeria,genus,38975,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Titanosuchidae,Jonkeria,,,22.270866,-32.563274,,Letjiesbos,,,ZA,Western Cape,,small collection,-27.84,-53.14,701,,,,terrestrial indet.,body,terrestrial
1428835,occ,198701,Cynariognathus gallowayi,species,380695,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Therocephalia,Pristerognathidae,Cynariognathus,,,22.116949,-32.656017,,Luttig,,,ZA,Western Cape,,small collection,-28.06,-53.05,701,,,,terrestrial indet.,body,terrestrial
1428836,occ,198702,Struthiocephalus whaitsi,species,380512,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Tapinocephalidae,Struthiocephalus,,,22.173201,-32.302799,,Grantham,,,ZA,Western Cape,,local area,-27.49,-52.97,701,,,,terrestrial indet.,body,terrestrial
1428837,occ,13004,Moschops romeri,species,380698,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Tapinocephalidae,Moschops,,,22,-32.366669,,Hottentotsrivier Farm,,"Hottentots River, Hottentot's River",ZA,Western Cape,Beaufort West,outcrop,-27.68,-52.85,701,Abrahamskraal,Beaufort,,"""floodplain""","body,mold/impression",terrestrial
1428838,occ,92646,Anteosaurus major,species,380699,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Anteosauridae,Anteosaurus,,,22.295834,-32.504166,,Boesmansrivier,,Bushmans Rivier,ZA,Western Cape,Beaufort West,hand sample,-27.74,-53.14,701,Abrahamskraal,Beaufort,,dry floodplain,body,terrestrial
1428839,occ,176356,Phocosaurus,genus,38985,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Tapinocephalidae,Phocosaurus,,,21.233334,-32.883331,,Deesweesfontein,,,ZA,Western Cape,,outcrop,-28.87,-52.45,701,,Beaufort,,terrestrial indet.,body,terrestrial
1428840,occ,176355,Anteosaurus magnificus,species,362285,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Anteosauridae,Anteosaurus,,,21.506701,-32.740101,,Buffelsvlei,,Buffels Valley,ZA,Western Cape,Beaufort West,outcrop,-28.51,-52.61,701,,Beaufort,,terrestrial indet.,body,terrestrial
1428841,occ,92646,Phocosaurus,genus,38985,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Tapinocephalidae,Phocosaurus,,,22.295834,-32.504166,"""femur""",Boesmansrivier,,Bushmans Rivier,ZA,Western Cape,Beaufort West,hand sample,-27.74,-53.14,701,Abrahamskraal,Beaufort,,dry floodplain,body,terrestrial
1428842,occ,92646,Titanosuchus,genus,38976,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Titanosuchidae,Titanosuchus,,,22.295834,-32.504166,"""some limb-bones""",Boesmansrivier,,Bushmans Rivier,ZA,Western Cape,Beaufort West,hand sample,-27.74,-53.14,701,Abrahamskraal,Beaufort,,dry floodplain,body,terrestrial
1428843,occ,176355,Pristerognathus,genus,39134,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Therocephalia,Pristerognathidae,Pristerognathus,,,21.506701,-32.740101,,Buffelsvlei,,Buffels Valley,ZA,Western Cape,Beaufort West,outcrop,-28.51,-52.61,701,,Beaufort,,terrestrial indet.,body,terrestrial
1428844,occ,93096,Anteosaurus magnificus,species,362285,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Anteosauridae,Anteosaurus,,,22.1705,-32.486198,,Mynhardtskraal,,"Mynhartskraal, Mynhardts Kraal",ZA,Western Cape,Beaufort West,outcrop,-27.77,-53.03,701,Abrahamskraal,Beaufort,,"""floodplain""",body,terrestrial
1428845,occ,93096,Anteosaurus magnificus,species,362285,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Anteosauridae,Anteosaurus,,,22.1705,-32.486198,,Mynhardtskraal,,"Mynhartskraal, Mynhardts Kraal",ZA,Western Cape,Beaufort West,outcrop,-27.77,-53.03,701,Abrahamskraal,Beaufort,,"""floodplain""",body,terrestrial
1428846,occ,93096,Titanosuchus ferox,species,56780,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Titanosuchidae,Titanosuchus,,,22.1705,-32.486198,,Mynhardtskraal,,"Mynhartskraal, Mynhardts Kraal",ZA,Western Cape,Beaufort West,outcrop,-27.77,-53.03,701,Abrahamskraal,Beaufort,,"""floodplain""",body,terrestrial
1428847,occ,93096,Bradysaurus seeleyi,species,144595,Capitanian,,265.1,259.9,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Bradysaurus,,,22.1705,-32.486198,"""skull""",Mynhardtskraal,,"Mynhartskraal, Mynhardts Kraal",ZA,Western Cape,Beaufort West,outcrop,-27.77,-53.03,701,Abrahamskraal,Beaufort,,"""floodplain""",body,terrestrial
1428848,occ,93096,Struthiocephalus whaitsi,species,380512,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Tapinocephalidae,Struthiocephalus,,,22.1705,-32.486198,,Mynhardtskraal,,"Mynhartskraal, Mynhardts Kraal",ZA,Western Cape,Beaufort West,outcrop,-27.77,-53.03,701,Abrahamskraal,Beaufort,,"""floodplain""",body,terrestrial
1428849,occ,93096,Titanosuchus ferox,species,56780,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Titanosuchidae,Titanosuchus,,,22.1705,-32.486198,"""femur""",Mynhardtskraal,,"Mynhartskraal, Mynhardts Kraal",ZA,Western Cape,Beaufort West,outcrop,-27.77,-53.03,701,Abrahamskraal,Beaufort,,"""floodplain""",body,terrestrial
1428850,occ,93096,Jonkeria,genus,38975,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Titanosuchidae,Jonkeria,,,22.1705,-32.486198,,Mynhardtskraal,,"Mynhartskraal, Mynhardts Kraal",ZA,Western Cape,Beaufort West,outcrop,-27.77,-53.03,701,Abrahamskraal,Beaufort,,"""floodplain""",body,terrestrial
1428851,occ,93096,Eriphostoma,genus,56793,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,NO_FAMILY_SPECIFIED,Eriphostoma,,,22.1705,-32.486198,,Mynhardtskraal,,"Mynhartskraal, Mynhardts Kraal",ZA,Western Cape,Beaufort West,outcrop,-27.77,-53.03,701,Abrahamskraal,Beaufort,,"""floodplain""",body,terrestrial
1428852,occ,176314,Jonkeria,genus,38975,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Titanosuchidae,Jonkeria,,,22.1502,-32.544998,,"Klein Koedoeskop, Beaufort West",,"Kleinkoedoeskop, Klein Koedoes Kop",ZA,Western Cape,,outcrop,-27.88,-53.04,701,,Beaufort,,terrestrial indet.,body,terrestrial
1428853,occ,176314,Anteosaurus magnificus,species,362285,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Anteosauridae,Anteosaurus,,,22.1502,-32.544998,,"Klein Koedoeskop, Beaufort West",,"Kleinkoedoeskop, Klein Koedoes Kop",ZA,Western Cape,,outcrop,-27.88,-53.04,701,,Beaufort,,terrestrial indet.,body,terrestrial
1428854,occ,176314,Struthiocephalus whaitsi,species,380512,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Tapinocephalidae,Struthiocephalus,,,22.1502,-32.544998,,"Klein Koedoeskop, Beaufort West",,"Kleinkoedoeskop, Klein Koedoes Kop",ZA,Western Cape,,outcrop,-27.88,-53.04,701,,Beaufort,,terrestrial indet.,body,terrestrial
1428855,occ,176314,Pristerognathus,genus,39134,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Therocephalia,Pristerognathidae,Pristerognathus,,,22.1502,-32.544998,,"Klein Koedoeskop, Beaufort West",,"Kleinkoedoeskop, Klein Koedoes Kop",ZA,Western Cape,,outcrop,-27.88,-53.04,701,,Beaufort,,terrestrial indet.,body,terrestrial
1428856,occ,177588,Pristerognathoides vanwyki,species,367385,Capitanian,Wuchiapingian,265.1,254.17,Chordata,Osteichthyes,Therocephalia,Pristerognathidae,Pristerognathoides,,,21.686111,-32.985001,,Prince Albert Road,,,ZA,Western Cape,Prince Albert,,-25.35,-51.39,701,,Beaufort,,terrestrial indet.,body,terrestrial
1428857,occ,92645,Diictodon feliceps,species,56870,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Dicynodontia,Pylaecephalidae,Diictodon,,,21.868055,-32.887501,,Rietfontein,,,ZA,Western Cape,Prince Albert,local area,-28.55,-52.95,701,Abrahamskraal,Beaufort,,dry floodplain,body,terrestrial
1428858,occ,178870,Diictodon feliceps,species,56870,Wuchiapingian,,259.9,254.17,Chordata,Osteichthyes,Dicynodontia,Pylaecephalidae,Diictodon,,,23.120556,-31.403055,,"Kookfontein, Victoria West",,,ZA,Northern Cape,,outcrop,-19.27,-50.82,701,,Beaufort,,terrestrial indet.,body,terrestrial
1428859,occ,176250,Moschops,genus,38979,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Tapinocephalidae,Moschops,,,22.6,-33.016701,,Lammerskraal,,,ZA,Western Cape,Prince Albert,local area,-28.38,-53.56,701,,,,terrestrial indet.,body,terrestrial
1428860,occ,176250,Dicynodon,genus,39019,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Dicynodontia,NO_FAMILY_SPECIFIED,Dicynodon,,,22.6,-33.016701,,Lammerskraal,,,ZA,Western Cape,Prince Albert,local area,-28.38,-53.56,701,,,,terrestrial indet.,body,terrestrial
1428861,occ,89650,Titanosuchus ferox,species,56780,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Titanosuchidae,Titanosuchus,,,22.016666,-32.966667,,Bloukrans (Prince Albert District),,"Bloukrantz, Blaaukranz",ZA,Western Cape,Prince Albert,small collection,-28.6,-53.09,701,Abrahamskraal,Beaufort,,terrestrial indet.,body,terrestrial
1428862,occ,176244,Diictodon feliceps,species,56870,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Dicynodontia,Pylaecephalidae,Diictodon,,,21.980278,-32.773609,SAM,Leeu-Gamka ,,"Fraserburg Road, Leeu Gamka Station",ZA,Western Cape,Prince Albert,local area,-28.32,-52.99,701,,,,terrestrial indet.,body,terrestrial
1428863,occ,176355,Maraisaurus parvus,species,367388,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Therocephalia,Pristerognathidae,Pristerognathoides,,,21.506701,-32.740101,,Buffelsvlei,,Buffels Valley,ZA,Western Cape,Beaufort West,outcrop,-28.51,-52.61,701,,Beaufort,,terrestrial indet.,body,terrestrial
1428864,occ,176355,Keratocephalus,genus,38982,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Tapinocephalidae,Keratocephalus,,,21.506701,-32.740101,,Buffelsvlei,,Buffels Valley,ZA,Western Cape,Beaufort West,outcrop,-28.51,-52.61,701,,Beaufort,,terrestrial indet.,body,terrestrial
