occurrence_no,record_type,collection_no,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,phylum,class,order,family,genus,abund_value,abund_unit,lng,lat,occurrence_comments,collection_name,collection_subset,collection_aka,cc,state,county,geogscale,paleolng,paleolat,geoplate,formation,stratgroup,member,environment,pres_mode,taxon_environment
1428865,occ,176249,Pristerognathus,genus,39134,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Therocephalia,Pristerognathidae,Pristerognathus,,,20.859167,-33.195,,Skoppelmaaikraal,,,ZA,Western Cape,Laingsburg,local area,-29.53,-52.27,701,,,,terrestrial indet.,body,terrestrial
1428871,occ,86388,Struthiocephalus whaitsi,species,380512,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Tapinocephalidae,Struthiocephalus,,,22.033333,-32.905556,,"Abrahamskraal, Prince Albert",,Farm Abrahamskraal,ZA,Western Cape,Prince Albert,outcrop,-28.49,-53.08,701,Abrahamskraal,Beaufort,,"""floodplain""",body,terrestrial
1428942,occ,198703,Titanosuchus ferox,species,56780,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Titanosuchidae,Titanosuchus,,,22.584167,-32.336109,,"Koedoeskop, Beaufort West",,,ZA,Western Cape,,outcrop,-27.32,-53.3,701,,,,terrestrial indet.,body,terrestrial
1428943,occ,198703,Jonkeria haughtoni,species,380577,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Titanosuchidae,Jonkeria,,,22.584167,-32.336109,,"Koedoeskop, Beaufort West",,,ZA,Western Cape,,outcrop,-27.32,-53.3,701,,,,terrestrial indet.,body,terrestrial
1428944,occ,198710,Ptomalestes avidus,species,367372,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Therocephalia,Pristerognathidae,Ptomalestes,,,21.4119,-32.893799,,"Steenboksfontein, Merweville",,,ZA,Western Cape,,outcrop,-28.79,-52.59,701,,,,terrestrial indet.,body,terrestrial
1428945,occ,198710,Dicynodon,genus,39019,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Dicynodontia,NO_FAMILY_SPECIFIED,Dicynodon,,,21.4119,-32.893799,,"Steenboksfontein, Merweville",,,ZA,Western Cape,,outcrop,-28.79,-52.59,701,,,,terrestrial indet.,body,terrestrial
1428946,occ,198710,Titanosuchus,genus,38976,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Titanosuchidae,Titanosuchus,,,21.4119,-32.893799,,"Steenboksfontein, Merweville",,,ZA,Western Cape,,outcrop,-28.79,-52.59,701,,,,terrestrial indet.,body,terrestrial
1428947,occ,198710,Mormosaurus,genus,38983,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Tapinocephalidae,Mormosaurus,,,21.4119,-32.893799,,"Steenboksfontein, Merweville",,,ZA,Western Cape,,outcrop,-28.79,-52.59,701,,,,terrestrial indet.,body,terrestrial
1428948,occ,198711,Therioides cyniscus,species,367376,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Therocephalia,Pristerognathidae,Therioides,,,22.584167,-32.336109,,"Vindraersfontein, Beaufort West",,,ZA,Western Cape,,outcrop,-27.32,-53.3,701,,,,terrestrial indet.,body,terrestrial
1428949,occ,198711,Jonkeria,genus,38975,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Titanosuchidae,Jonkeria,,,22.584167,-32.336109,,"Vindraersfontein, Beaufort West",,,ZA,Western Cape,,outcrop,-27.32,-53.3,701,,,,terrestrial indet.,body,terrestrial
1428950,occ,198711,Anteosaurus,genus,38971,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Anteosauridae,Anteosaurus,,,22.584167,-32.336109,,"Vindraersfontein, Beaufort West",,,ZA,Western Cape,,outcrop,-27.32,-53.3,701,,,,terrestrial indet.,body,terrestrial
1428951,occ,198713,Walteria skinneri,species,380704,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Theriodontia,NO_FAMILY_SPECIFIED,Walteria,,,22.584167,-32.336109,BPI 220 (holotype),"Elandsfontein, Beaufort West",,,ZA,Western Cape,,outcrop,-27.32,-53.3,701,,,,terrestrial indet.,body,terrestrial
1428960,occ,198714,Anteosaurus magnificus,species,362285,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Anteosauridae,Anteosaurus,,,20.666111,-32.393333,,"Kruisrivier, Sutherland",,,ZA,Northern Cape,,small collection,-28.42,-51.82,701,,,,terrestrial indet.,body,terrestrial
1428978,occ,198715,Anteosaurus magnificus,species,362285,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Anteosauridae,Anteosaurus,1,specimens,20.863056,-33.191666,"""skull""","Koringplaas, Laingsburg",,,ZA,Western Cape,,small collection,-29.52,-52.27,701,,,,terrestrial indet.,body,terrestrial
1428979,occ,198716,Alepognathus angustioriceps,species,380681,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Therocephalia,Pristerognathidae,Alepognathus,,,22.318611,-32.526112,,"Kroonplaas, Beaufort West",,,ZA,Western Cape,,small collection,-27.76,-53.16,701,,,,terrestrial indet.,body,terrestrial
1428980,occ,198716,Cynariognathus paucioridens,species,367380,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Therocephalia,Pristerognathidae,Cynariognathus,,,22.318611,-32.526112,,"Kroonplaas, Beaufort West",,,ZA,Western Cape,,small collection,-27.76,-53.16,701,,,,terrestrial indet.,body,terrestrial
1428981,occ,198716,Dicynodontia,order,38996,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Dicynodontia,,,,,22.318611,-32.526112,,"Kroonplaas, Beaufort West",,,ZA,Western Cape,,small collection,-27.76,-53.16,701,,,,terrestrial indet.,body,terrestrial
1428982,occ,198717,Riebeeckosaurus longirostris,species,380556,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Tapinocephalidae,Riebeeckosaurus,,,22.196667,-32.602501,,"Vivier Siding, Beaufort West",,Viviers,ZA,Western Cape,,small collection,-27.94,-53.1,701,,,,terrestrial indet.,body,terrestrial
1428983,occ,198718,Struthiocephalus whaitsi,species,380512,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Tapinocephalidae,Struthiocephalus,,,22.166668,-32.629723,,"Vivier, Beaufort West",,,ZA,Western Cape,,small collection,-28,-53.08,701,,,,terrestrial indet.,body,terrestrial
1428984,occ,198718,Anteosaurus,genus,38971,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Anteosauridae,Anteosaurus,,,22.166668,-32.629723,,"Vivier, Beaufort West",,,ZA,Western Cape,,small collection,-28,-53.08,701,,,,terrestrial indet.,body,terrestrial
1428985,occ,198718,Tapinocephalia,infraorder,38977,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,,,,,22.166668,-32.629723,,"Vivier, Beaufort West",,,ZA,Western Cape,,small collection,-28,-53.08,701,,,,terrestrial indet.,body,terrestrial
1428986,occ,198719,Jonkeria haughtoni,species,380577,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Titanosuchidae,Jonkeria,,,21.971666,-32.788334,,"Welgemoed, Leeu-Gamka",,,ZA,Western Cape,,small collection,-28.34,-52.99,701,,,,terrestrial indet.,body,terrestrial
1428987,occ,198719,Bradysaurus seeleyi,species,144595,Capitanian,,265.1,259.9,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Bradysaurus,,,21.971666,-32.788334,,"Welgemoed, Leeu-Gamka",,,ZA,Western Cape,,small collection,-28.34,-52.99,701,,,,terrestrial indet.,body,terrestrial
1428988,occ,198719,Embrithosaurus,genus,37561,Capitanian,,265.1,259.9,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Embrithosaurus,,,21.971666,-32.788334,,"Welgemoed, Leeu-Gamka",,,ZA,Western Cape,,small collection,-28.34,-52.99,701,,,,terrestrial indet.,body,terrestrial
1428989,occ,198720,Alopecideops gracilis,species,380579,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Therocephalia,Alopecodontidae,Alopecideops,,,22.033611,-33.224724,,"Stinkfontein, Prince Albert",,,ZA,Western Cape,,small collection,-28.99,-53.2,701,,,,terrestrial indet.,body,terrestrial
1428990,occ,198720,Struthiocephalus whaitsi,species,380512,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Tapinocephalidae,Struthiocephalus,,,22.033611,-33.224724,,"Stinkfontein, Prince Albert",,,ZA,Western Cape,,small collection,-28.99,-53.2,701,,,,terrestrial indet.,body,terrestrial
1428991,occ,198720,Rhinesuchoides tenuiceps,species,120919,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Temnospondyli,Rhinesuchidae,Rhinesuchoides,,,22.033611,-33.224724,,"Stinkfontein, Prince Albert",,,ZA,Western Cape,,small collection,-28.99,-53.2,701,,,,terrestrial indet.,body,"brackish,freshwater,terrestrial"
1428992,occ,198720,Anteosaurus magnificus,species,362285,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Anteosauridae,Anteosaurus,,,22.033611,-33.224724,,"Stinkfontein, Prince Albert",,,ZA,Western Cape,,small collection,-28.99,-53.2,701,,,,terrestrial indet.,body,terrestrial
1428993,occ,198720,Scymnosaurus ferox,species,56801,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Therocephalia,Pristerognathidae,Scymnosaurus,,,22.033611,-33.224724,,"Stinkfontein, Prince Albert",,,ZA,Western Cape,,small collection,-28.99,-53.2,701,,,,terrestrial indet.,body,terrestrial
1428994,occ,198721,Titanosuchus,genus,38976,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Titanosuchidae,Titanosuchus,,,22.033611,-33.224724,,"Sewefontein, Prince Albert",,,ZA,Western Cape,,small collection,-28.99,-53.2,701,,,,terrestrial indet.,body,terrestrial
1428995,occ,198721,Nochelesaurus alexanderi,species,324851,Capitanian,,265.1,259.9,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Nochelesaurus,,,22.033611,-33.224724,,"Sewefontein, Prince Albert",,,ZA,Western Cape,,small collection,-28.99,-53.2,701,,,,terrestrial indet.,body,terrestrial
1428996,occ,198721,Therocephalia,order,39130,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Therocephalia,,,,,22.033611,-33.224724,,"Sewefontein, Prince Albert",,,ZA,Western Cape,,small collection,-28.99,-53.2,701,,,,terrestrial indet.,body,terrestrial
1428997,occ,198722,Pareiasauria,unranked clade,56750,Capitanian,,265.1,259.9,Chordata,Reptilia,,,,,,22.132,-32.4356,,"Rietkuil, Beaufort West",,Rietkuil River,ZA,Western Cape,,small collection,-27.72,-52.98,701,,,,terrestrial indet.,body,terrestrial
1428998,occ,198722,Pristerosaurus microdon,species,367374,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Therocephalia,Pristerognathidae,Pristerosaurus,,,22.132,-32.4356,,"Rietkuil, Beaufort West",,Rietkuil River,ZA,Western Cape,,small collection,-27.72,-52.98,701,,,,terrestrial indet.,body,terrestrial
1428999,occ,198722,Scymnosaurus,genus,56800,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Therocephalia,Pristerognathidae,Scymnosaurus,,,22.132,-32.4356,,"Rietkuil, Beaufort West",,Rietkuil River,ZA,Western Cape,,small collection,-27.72,-52.98,701,,,,terrestrial indet.,body,terrestrial
1429000,occ,198722,Pristerognathus,genus,39134,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Therocephalia,Pristerognathidae,Pristerognathus,,,22.132,-32.4356,,"Rietkuil, Beaufort West",,Rietkuil River,ZA,Western Cape,,small collection,-27.72,-52.98,701,,,,terrestrial indet.,body,terrestrial
1429001,occ,198723,Anteosaurus magnificus,species,362285,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Anteosauridae,Anteosaurus,,,20.863056,-33.191666,,"Dikbome, Laingsburg",,,ZA,Western Cape,,small collection,-29.52,-52.27,701,,,,terrestrial indet.,body,terrestrial
1429002,occ,198723,Emydops,genus,39063,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Dicynodontia,NO_FAMILY_SPECIFIED,Emydops,,,20.863056,-33.191666,,"Dikbome, Laingsburg",,,ZA,Western Cape,,small collection,-29.52,-52.27,701,,,,terrestrial indet.,body,terrestrial
1429003,occ,198723,Struthiocephalus whaitsi,species,380512,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Tapinocephalidae,Struthiocephalus,,,20.863056,-33.191666,,"Dikbome, Laingsburg",,,ZA,Western Cape,,small collection,-29.52,-52.27,701,,,,terrestrial indet.,body,terrestrial
1429004,occ,198723,Dicynodon,genus,39019,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Dicynodontia,NO_FAMILY_SPECIFIED,Dicynodon,,,20.863056,-33.191666,,"Dikbome, Laingsburg",,,ZA,Western Cape,,small collection,-29.52,-52.27,701,,,,terrestrial indet.,body,terrestrial
1429005,occ,198723,Bradysaurus,genus,37559,Capitanian,,265.1,259.9,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Bradysaurus,,,20.863056,-33.191666,,"Dikbome, Laingsburg",,,ZA,Western Cape,,small collection,-29.52,-52.27,701,,,,terrestrial indet.,body,terrestrial
1429006,occ,198723,Pristerognathidae,family,39133,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Therocephalia,Pristerognathidae,,,,20.863056,-33.191666,,"Dikbome, Laingsburg",,,ZA,Western Cape,,small collection,-29.52,-52.27,701,,,,terrestrial indet.,body,terrestrial
1429036,occ,94778,Australosyodon nyaphuli,species,109362,Wordian,,268.8,265.1,Chordata,Osteichthyes,Cotylosauria,Anteosauridae,Australosyodon,1,specimens,21.683332,-33.025002,"NMQR 3152 (holotype), skull and mandible",Tuinkraal,,"Thuynkraal, Thuynskraal",ZA,Western Cape,Prince Albert,small collection,-34.14,-55.03,701,Abrahamskraal,Beaufort,,terrestrial indet.,body,terrestrial
1429037,occ,93084,Tamboeria maraisi,species,56772,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,NO_FAMILY_SPECIFIED,Tamboeria,1,specimens,21.864445,-32.462502,"""vertebra""",Tamboers Fontein,,"Tamboersfontein, Tamboer's Fontein",ZA,Western Cape,Beaufort West,small collection,-27.9,-52.78,701,Abrahamskraal,Beaufort,,"""floodplain""",body,terrestrial
1429154,occ,176092,Oestocephalus,genus,230697,Desmoinesian,,313.8,305.9,Chordata,Osteichthyes,Aistopoda,Oestocephalidae,Oestocephalus,1,specimens,-80.612236,40.989132,"CM 67196, part and counterpart of a partial skull, in cannel coal. Bone and kaolinite were removed previously to produce latex peels.",Five Points Coal Mine,,,US,Ohio,Mahoning County,outcrop,-18.98,-8.63,101,,Allegheny,,terrestrial indet.,body,"brackish,freshwater,terrestrial"
1429169,occ,28148,Ophiacodon retroversus,species,138048,Artinskian,,290.1,279.3,Chordata,Osteichthyes,Cotylosauria,Ophiacodontidae,Ophiacodon,,,-99.022781,33.687222,,"Big Wichita, Cummins, 23 (Belle Plains Formation)",,"Locality 23 (Romer 1928), Locality Ve (Romer & Price 1940), faunal Zone 2, Middle Wichita Group, Texas red-beds, redbeds",US,Texas,Baylor,local area,-30.3,-1.05,101,Belle Plains,Wichita,,terrestrial indet.,body,terrestrial
1429170,occ,28252,Chilonyx rapidens,species,138031,Artinskian,Kungurian,290.1,272.3,Chordata,Osteichthyes,Cotylosauria,Diadectidae,Chilonyx,,,-99.144997,33.755001,,"Moonshine Creek, 31 (Waggoner Ranch Formation)",,"Locality 31 (Romer 1928), faunal Zone 3, Upper Wichita Group, Texas red-beds, redbeds",US,Texas,Baylor,local area,-30.32,-0.89,101,Waggoner Ranch,,,terrestrial indet.,body,"brackish,freshwater,terrestrial"
1429174,occ,67735,Diplocaulus recurvatus,species,120886,Kungurian,,279.3,272.3,Chordata,Osteichthyes,NO_ORDER_SPECIFIED,Diplocaulidae,Diplocaulus,,,-99.75,32.130001,,"Taylor County, WPA Site 7",,B.E.G. 30996; Work Project No. 13107; Sid McAdams Locality,US,Texas,Taylor,outcrop,-30.15,0.6,101,Vale,,,delta plain,body,"brackish,freshwater,terrestrial"
1429175,occ,67735,Cacops aspidephorus,species,56737,Kungurian,,279.3,272.3,Chordata,Osteichthyes,Temnospondyli,Dissorophidae,Cacops,,,-99.75,32.130001,,"Taylor County, WPA Site 7",,B.E.G. 30996; Work Project No. 13107; Sid McAdams Locality,US,Texas,Taylor,outcrop,-30.15,0.6,101,Vale,,,delta plain,body,"brackish,freshwater,terrestrial"
1431220,occ,87420,Antarctanax shackletoni,species,381264,Early Triassic,,252.17,247.2,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Antarctanax,1,specimens,172.5,-85.050003,"UWBM 95531, consisting of eight presacral vertebrae, several ribs, a left humerus, left metatarsals I–V phalanges, unguals, and unidentifiable flat bones on one slab and an almost complete right pes and a dorsal rib on a second, which was adjoining the first but separated during preparation. Specimen UWBM 95531 is considered to represent a somatically mature individual because all neural arches present are completely fused to their centra, with no indications of sutures.",Graphite Peak (Fremouw Fm.),,,AA,,,small collection,23.46,-72.04,802,Fremouw,Beacon,,fluvial indet.,body,terrestrial
1432042,occ,92309,Lystrosaurus,genus,39049,Olenekian,,251.2,247.2,Chordata,Osteichthyes,Dicynodontia,Lystrosauridae,Lystrosaurus,,,27.1,-32.291668,,Hobbs Hill,,"Windvogelsberg, Windvoëlberg, Cathcart",ZA,Eastern Cape,Amatole,small collection,-10.94,-51.93,701,Katberg,Beaufort,,fluvial indet.,"body,mold/impression",terrestrial
1433563,occ,85515,Lystrosaurus,genus,39049,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Dicynodontia,Lystrosauridae,Lystrosaurus,,,23.116667,-31.4,,Victoria West District (?Abrahamskraal Formation),,"Karoo, Karroo",ZA,Northern Cape,Victoria West (Ubuntu),small collection,-25.59,-53.36,701,Abrahamskraal,Beaufort,,terrestrial indet.,"body,mold/impression",terrestrial
1433565,occ,85515,Dicynodon,genus,39019,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Dicynodontia,NO_FAMILY_SPECIFIED,Dicynodon,,,23.116667,-31.4,,Victoria West District (?Abrahamskraal Formation),,"Karoo, Karroo",ZA,Northern Cape,Victoria West (Ubuntu),small collection,-25.59,-53.36,701,Abrahamskraal,Beaufort,,terrestrial indet.,"body,mold/impression",terrestrial
1433566,occ,199946,Colobodectes cluveri,species,229052,Lopingian,,259.9,252.17,Chordata,Osteichthyes,Dicynodontia,NO_FAMILY_SPECIFIED,Colobodectes,1,specimens,20.915277,-31.33639,"NMQR 3329 (holotype), a skull lacking zygoma, circumtemporal and jaw suspension elements, and the lower jaws",Farm Vleikraal (upper),,,ZA,Northern Cape,,small collection,-19.72,-48.82,701,Abrahamskraal,Beaufort,,delta plain,body,terrestrial
1434020,occ,178198,Cryptocynodon simus,species,56842,Wuchiapingian,,259.9,254.17,Chordata,Osteichthyes,Dicynodontia,NO_FAMILY_SPECIFIED,Cryptocynodon,1,specimens,30.376389,-23.224167,"NHMUK PV R2582 (holotype), poorly preserved partial skull",Nieuweld,,Molteno Pass,ZA,Limpopo,,,-2.68,-51.52,701,,Beaufort,,terrestrial indet.,body,terrestrial
1434040,occ,177606,Lycosaurus pardalis,species,56791,Wuchiapingian,,259.9,254.17,Chordata,Osteichthyes,Cotylosauria,Ophiacodontidae,Lycosaurus,,,24.893612,-31.847778,,Sneeuberg Range,,Sneewberg,ZA,Eastern Cape,Graaff-Reinet,,-18.7,-52.35,701,,,,terrestrial indet.,"body,mold/impression",terrestrial
1434041,occ,28854,Muchia microdenta,species,362223,Early Severodvinian,,265,252.3,Chordata,Osteichthyes,Therocephalia,Scaloposauridae,Muchia,,,48.351665,58.150002,,"Kotelnich, Vjatka River (""Sarmin"" series), PIN 2212",,"Kotel'nich; Volki, Volky; Vanyushonki",RU,Kirov,Kotelnich,outcrop,49.9,37.54,302,Urpalov,Kotelnich,Vanyushonki,terrestrial indet.,"body,mold/impression,concretion",terrestrial
1434044,occ,92645,Trochosuchus major,species,77033,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Therocephalia,NO_FAMILY_SPECIFIED,Trochosuchus,1,specimens,21.868055,-32.887501,"AMNH 5543 (holotype), partial skull",Rietfontein,,,ZA,Western Cape,Prince Albert,local area,-28.55,-52.95,701,Abrahamskraal,Beaufort,,dry floodplain,body,terrestrial
1434115,occ,200050,Discosauriscus austriacus,species,229318,Cisuralian,,298.9,272.3,Chordata,Osteichthyes,NO_ORDER_SPECIFIED,Karpinskiosauridae,Discosauriscus,,,16.650278,49.565556,,"Drvalovice, Boskovice Furrow",,,CZ,,,outcrop,25.79,7.37,305,,,,terrestrial indet.,body,"brackish,freshwater,terrestrial"
1434116,occ,187931,Discosauriscus netschajevi,species,320958,Urzhumian,,268,265,Chordata,Osteichthyes,NO_ORDER_SPECIFIED,Karpinskiosauridae,Discosauriscus,,,55.25,53.433334,,"Klyuchevskiy Rudnik-1, PIN 296, 1954",,"Klyuchevskiy Mine-1; Klyutchevskii Mine-1, Klyuchevskii Rudnik-1, Klyuchevskoi",RU,Bashkortostan,Sterlibashevo,outcrop,52.59,30.12,302,,,,terrestrial indet.,body,"brackish,freshwater,terrestrial"
1434117,occ,28069,Leiocephalikon problematicum,species,137993,Westphalian A,,318.1,314.6,Chordata,Osteichthyes,Cotylosauria,Gymnarthridae,Leiocephalikon,4,specimens,-64.451385,45.698612,"RM 3061-10 (holotype), fragment of lower jaw with 10 teeth; RM 12195, maxilla; RM 2.1130, dentary; RM 2.1122a, dentary and coronoids","Coal Mine Point; Divison 4, Section XV, coal-group 15",,South Joggins; Coal Measures; Head of Bay of Fundy,CA,Nova Scotia,Cumberland,outcrop,-10.29,-13.31,108,Joggins,Cumberland,,mire/swamp,"body,coalified",terrestrial
1434118,occ,86946,Leiocephalikon problematicum,species,137993,Westphalian A,,318.1,314.6,Chordata,Osteichthyes,Cotylosauria,Gymnarthridae,Leiocephalikon,,,-64.451385,45.698612,"NMC 10045, upper and lower jaws","Joggins; Divison 4, Section XII, coal-group 26",,Coal Measures; Head of Bay of Fundy,CA,Nova Scotia,Cumberland,outcrop,-10.29,-13.31,108,Joggins,Cumberland,,mire/swamp,"body,coalified",terrestrial
1434119,occ,28069,Novascoticus multidens,species,320820,Westphalian A,,318.1,314.6,Chordata,Osteichthyes,Microsauria,NO_FAMILY_SPECIFIED,Novascoticus,1,specimens,-64.451385,45.698612,"RM 2.1128 (holotype), partial skull and lower jaw, shoulder girdle and humerus, scattered vertebrae","Coal Mine Point; Divison 4, Section XV, coal-group 15",,South Joggins; Coal Measures; Head of Bay of Fundy,CA,Nova Scotia,Cumberland,outcrop,-10.29,-13.31,108,Joggins,Cumberland,,mire/swamp,"body,coalified","brackish,freshwater,terrestrial"
1434120,occ,84835,Paramicrobrachis fritschi,species,258637,Westphalian D,,311.45,306.95,Chordata,Osteichthyes,Microsauria,NO_FAMILY_SPECIFIED,Paramicrobrachis,,,13.207222,49.713055,,Nyrany,,"Humboldt Mine, Krimice Mine, Nýany, Nyrschan, Nürschan",CZ,Pilsen,Pilsen-North,local area,19.67,0.55,305,Kladno,,Nýany,lacustrine indet.,"body,cast,mold/impression","brackish,freshwater,terrestrial"
1439146,occ,176319,Thliptosaurus imperforatus,species,385251,Wuchiapingian,Changhsingian,259.9,252.17,Chordata,Osteichthyes,Dicynodontia,Kingoriidae,Thliptosaurus,1,specimens,29.6833,-29.616699,"BP/1/2796, a nearly complete but badly compressed skull and lower jaws",Stoffelton,,,ZA,KwaZulu-Natal,Polela,outcrop,-10.94,-54.33,701,,Beaufort,,terrestrial indet.,body,terrestrial
